100,490
500,7260
1000,27400
2000,102210
3000,192030
4000,268530
5000,367750
6000,514560
7000,699600
8000,913500
9000,1.16423e+06
10000,1.4535e+06
20000,8.11276e+06
30000,1.98499e+07
40000,3.70693e+07
50000,5.92382e+07
60000,8.71326e+07
70000,1.19775e+08
80000,1.57905e+08
90000,2.01206e+08
100000,2.49879e+08
