100,290
500,5650
1000,22340
2000,125540
3000,226830
4000,284510
5000,320720
6000,395990
7000,529470
8000,706450
9000,874240
10000,1.08007e+06
20000,4.34298e+06
30000,9.78528e+06
40000,1.74452e+07
50000,2.73515e+07
60000,3.88984e+07
70000,5.34585e+07
80000,6.85517e+07
90000,8.69389e+07
100000,1.09136e+08
